artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
Turbowolf,5kcblVErV2YTSe45swOLVO,Capital X,0.000503,0.239,185387,0.978,0.7120000000000001,0,0.159,-3.5669999999999997,1,0.163,142.49200000000002,4,0.161,14
Xander Reign,1ZeJHONGtgfPWpC1eJcUwn,Stir Fry,0.00713,0.8270000000000001,193707,0.515,0.000932,2,0.10400000000000001,-15.380999999999998,1,0.235,181.965,4,0.419,12
Johnny Goth,0dK4SwzqMIVpJzRUUW7FDa,Beginnings,0.547,0.63,274924,0.33399999999999996,0.317,11,0.0666,-21.311,1,0.036000000000000004,139.996,4,0.295,20
Axis,76QDaoIYH9Qi7v83qHSqfz,Ringside - Original Mix,0.0009460000000000001,0.8690000000000001,325300,0.882,0.7909999999999999,4,0.0644,-5.542000000000001,1,0.0798,121.0,4,0.626,0
Pheeno,50HUECzU6Kxg69VJoSHS1C,So Much Alike,0.185,0.638,224000,0.395,0.48200000000000004,2,0.0615,-9.64,1,0.0475,89.98,4,0.156,16
BIGBANG,14mr0P41t409AtL2M3wu04,SOBER - KR Ver. [BIGBANG JAPAN DOME TOUR 2017 -LAST DANCE-],0.0114,0.386,257867,0.94,0.0,0,0.9109999999999999,-4.208,1,0.11800000000000001,129.87,4,0.261,26
Drewsif Stalin's Musical Endeavors,3l5g3okKuD16hvG2d4Nwmu,Augury,4.28e-05,0.42,250667,0.905,0.9209999999999999,9,0.327,-6.999,1,0.0838,199.92700000000002,5,0.19699999999999998,13
All Mankind,0VZAW0HprNICwrpfpcVke7,Promises,0.22,0.7140000000000001,193463,0.575,2.7600000000000003e-05,9,0.159,-8.552,1,0.0318,111.999,4,0.14400000000000002,5
BIGBANG,1eLelDOIIG8ovXqDmE2xUE,GIRLFRIEND - KR Ver. [BIGBANG SPECIAL EVENT],0.5870000000000001,0.545,254720,0.836,0.0,0,0.312,-4.338,0,0.11800000000000001,84.711,4,0.37200000000000005,22
Daniel Karlsson Trio,77KUx5O57HjX2S5X24bQy4,In the Tambourine Forge,0.87,0.38299999999999995,500226,0.16,0.951,9,0.107,-19.497,0,0.0361,132.791,4,0.0397,11
Shreya Ghoshal,5WHVN05NOgsrGGySXQZ76x,"Agar Tum Mil Jao (From ""Zeher"")",0.254,0.5670000000000001,360438,0.7929999999999999,4.24e-05,11,0.0378,-5.715,0,0.052000000000000005,158.084,4,0.395,25
Axelle Red,5D7erlQmTndO42J9VuvBW0,Excusez-moi,0.12300000000000001,0.7509999999999999,209480,0.6940000000000001,0.0,2,0.318,-3.089,1,0.0366,102.99600000000001,4,0.535,28
Lata Mangeshkar,4gYBJIMEnBB0Ylz7VSAMNt,"Mere Khwabon Mein (From ""Dilwale Dulhania Le Jayenge"")",0.633,0.621,256440,0.512,0.0,7,0.0803,-11.074000000000002,0,0.0547,114.803,4,0.925,25
!!!,1A8UvvwzUekq0bdCgBbOwq,I Came Here To Be (Yogi's Jam),0.127,0.818,226278,0.8590000000000001,0.335,11,0.0997,-8.437000000000001,0,0.0463,127.265,4,0.82,25
Armin van Buuren,7sNGDYYLc7HQz8F26OKqEF,Be In The Moment (ABGT272) - Tim Mason Remix,0.000176,0.588,243743,0.877,0.513,7,0.162,-10.107000000000001,0,0.0534,128.0,4,0.033,8
Daun Giventi,0k4R5IICuk6BxUU5rsCOpC,Empyrean (ABGT272),8.93e-05,0.564,379649,0.812,0.0138,1,0.0906,-10.263,1,0.0516,127.944,4,0.151,9
The Magic Gang,7uPQKWhzc4C4boVoWt5egt,Caroline,0.0019399999999999999,0.675,254680,0.746,1.29e-05,7,0.251,-4.114,1,0.0378,122.075,4,0.609,39
Dylan Gardner,7AHKMJ8EsU7c1gFdN2vyr0,All Roads Lead Back,0.584,0.613,222307,0.375,0.0,4,0.36,-9.056000000000001,1,0.0292,81.885,4,0.363,17
Tom Martin,4ZQDjJwjGXpuGgtEWmxA4J,Keep Me Young - Acoustic,0.922,0.435,188411,0.198,0.0,4,0.0879,-12.512,1,0.0328,135.71,5,0.35600000000000004,32
Kizaru,79opDtgkhUsr4RurwcgetS,Sunny Drive (feat. Og Maco),0.0766,0.785,201941,0.708,0.000505,10,0.11,-6.517,0,0.084,152.996,4,0.36,15
Tyler Manfre,0cui7I3wGYJTyq2h5WGYsB,Lil Dick,0.618,0.9309999999999999,156056,0.541,0.0,9,0.10099999999999999,-6.909,0,0.0523,120.007,4,0.289,12
Neha Bhasin,20lOkTejknlhjfhBnVzzN6,Chitta Kukkad,0.88,0.746,194837,0.5429999999999999,0.000295,0,0.128,-9.033,1,0.0364,93.988,4,0.652,25
$avage,4tH7sLB1SkbrRilBw9CUZp,Skit (Walk In),0.5,0.507,52961,0.32,0.0,2,0.384,-14.578,0,0.43,179.915,3,0.313,11
Timothy Brindle,0T9B9ZVzMPmgNZB0KgoV60,Headcrusher,0.157,0.556,325452,0.708,0.0,2,0.642,-7.584,1,0.344,85.539,4,0.5870000000000001,17
Gucci Dayne,5DbRkIAWNMkoTIaCZIfKbF,Different,0.0659,0.746,192154,0.816,0.0,11,0.106,-6.73,0,0.0837,85.005,4,0.11900000000000001,8
gizmo,0vSWgAlfpye0WCGeNmuNhy,Symbiote,0.0138,0.85,98821,0.893,4.14e-06,5,0.37200000000000005,-4.783,1,0.0623,109.025,4,0.0391,26
The Trews,2y78lackkqruVmCvpXE6ND,The New US,0.000724,0.539,182947,0.934,1.19e-06,11,0.17300000000000001,-5.185,0,0.0986,139.94299999999998,4,0.568,6
Audino,76SMMhJ0IJyZqSUaeCB7m3,I Wanna Dance,0.0915,0.6709999999999999,178125,0.956,0.00375,2,0.40700000000000003,-3.096,0,0.139,125.98,4,0.36,5
Moist Desert,4xkEGHEvhg1WoSFMrGE8Lw,I'm Not Sad,0.583,0.6759999999999999,89328,0.212,0.691,9,0.0679,-9.843,0,0.0506,89.825,4,0.047,9
Morji,4nkBGXA9OQx1WqK9PleKYw,Insipid,0.546,0.544,88989,0.609,0.669,0,0.040999999999999995,-9.71,1,0.027000000000000003,104.804,4,0.434,9
Binkbeats,7karaVwmrPihb875UTemxx,Iniquity - Video Version,0.0452,0.546,310319,0.71,0.0607,9,0.31,-10.101,0,0.0554,123.83200000000001,4,0.115,15
Capo Cheeze,0fChu5YMBaBP5UnPUpSSpO,High,0.0671,0.7609999999999999,182857,0.45399999999999996,0.0728,0,0.11199999999999999,-9.077,1,0.0449,145.0,4,0.568,8
A New Normal,5Jvig44mgPFzN60Llt0LXQ,Before We Were Ghosts,0.8420000000000001,0.289,249853,0.259,0.000125,1,0.12300000000000001,-13.097000000000001,1,0.0419,70.179,4,0.0832,11
DD LUXZ,4653Ev9ODigGwakX5OLkXd,Find a Way,0.5429999999999999,0.597,215974,0.364,0.812,7,0.146,-16.164,0,0.031,90.044,4,0.396,16
Ivy Lab,0Hz2k0yLPVLKsMEYon7Kg4,Limousine,0.0989,0.501,238154,0.882,6.13e-05,9,0.929,-3.8160000000000003,1,0.597,63.882,4,0.547,14
Childish man,3UnLxh1f2oTgCquXajXMKN,Farewell Letter,0.0709,0.546,87377,0.6,0.8240000000000001,4,0.11599999999999999,-10.729000000000001,0,0.0456,125.166,4,0.44299999999999995,9
Prevail in Darkness,0tyUqcVckuSaeZfytpbMsR,My Haven Burns,1.06e-05,0.39899999999999997,452571,0.9520000000000001,0.255,2,0.0742,-5.086,1,0.0503,139.99200000000002,4,0.046,12
Solar Fields,741nBKOWRqA42lO3IX0ESe,Mountain King,0.0488,0.53,864000,0.742,0.9079999999999999,1,0.14400000000000002,-11.158,0,0.0406,119.99700000000001,4,0.0319,25
Solar Fields,4y0DRhU9VUpgrdhPGdHKpQ,Parallel Universe,0.0264,0.47200000000000003,488000,0.45799999999999996,0.894,2,0.325,-13.264000000000001,1,0.0342,179.99599999999998,3,0.0824,25
Pacho El Antifeka,1Fj4uVgCMCyNgZCmaUSsvH,Dicen,0.0417,0.701,317190,0.732,0.0,4,0.33899999999999997,-5.438,0,0.21600000000000003,168.014,4,0.51,28
Berbal La 4 Verde,6gmtgUDwo373tZ2i79imrj,Piratas Sin Barco - Remaster,0.355,0.768,362839,0.831,0.000162,8,0.136,-6.22,0,0.19699999999999998,139.989,4,0.772,34
She.,5GDUtYCsjuhBGOeFGiEMEF,Say It,0.607,0.6509999999999999,194357,0.38799999999999996,2.07e-05,3,0.22,-11.085,1,0.0385,119.98200000000001,4,0.452,2
Son Volt,7mOSsamXLqo0zg4IrSSm5J,Methamphetamine,0.171,0.276,244960,0.535,0.14300000000000002,9,0.10800000000000001,-8.981,1,0.0316,151.80700000000002,4,0.271,22
Brian Courtney Wilson,5cS1qYgQZ1dsdPF1Fijrs2,My Witness Is In Heaven,0.016,0.74,399973,0.414,1.9699999999999998e-05,5,0.0611,-9.693999999999999,0,0.0545,90.006,4,0.301,22
Pat Lok,2XaLQ7YgdwdpuV7R2EJBLO,Might Be on Fire - Omniboi Remix,0.18100000000000002,0.65,255433,0.41700000000000004,0.0119,6,0.32899999999999996,-11.22,0,0.0429,116.014,4,0.0695,15
2 Mello,4vEVBv0MkdOsbYiwoJXnVJ,Old to the New,0.0462,0.828,204500,0.807,0.00101,1,0.07400000000000001,-7.513,1,0.0961,114.00399999999999,4,0.847,20
En Vogue,3EvDcnOHXjmIROMz9ZT1mq,Have A Seat (feat. Snoop Dogg),0.217,0.848,229877,0.807,0.0,3,0.07,-4.518,1,0.0471,114.041,4,0.779,18
Josiah and the Bonnevilles,7Ewma46fCGYzNnlHqqSe9L,Long Gone,0.49200000000000005,0.42,143853,0.38799999999999996,0.0,1,0.106,-9.252,1,0.0301,117.88,4,0.252,21
Gundelach,1lIenQRytBP4FikVA2wWpP,Hurt,0.20199999999999999,0.6809999999999999,259147,0.44799999999999995,0.371,8,0.068,-12.008,0,0.0441,149.99,4,0.18100000000000002,13
Franco Escamilla,7g7BZr6ufZ3bmPdVunRsLu,Han Solo,0.696,0.48700000000000004,1240172,0.527,0.0,7,0.852,-20.037,1,0.935,81.798,3,0.106,40
Valis Ablaze,6Kna435oYLBibPEJx2VWIJ,Frequency,0.0069700000000000005,0.48,210157,0.9179999999999999,0.000359,6,0.0849,-4.388,0,0.0701,135.09,4,0.12300000000000001,8
Ampichino,7yEZLiqdYr06dh9Axy7Z8B,Money Do the Talkin,0.00865,0.47100000000000003,256000,0.5429999999999999,0.0,2,0.18100000000000002,-9.515,1,0.267,76.8,4,0.13699999999999998,17
Current Swell,7IfwU7DsyDPLNb2aruM1cs,Marsha - Acoustic,0.623,0.715,156900,0.5770000000000001,0.0609,0,0.136,-9.505,1,0.0313,115.041,4,0.6609999999999999,14
Vegas Jones,6dTlJRQwNS3S1HdNsyG7Nv,Trappola,0.177,0.6629999999999999,192667,0.583,1.74e-05,4,0.0979,-9.945,0,0.354,77.092,4,0.0672,44
Kauf,3KnNERZscxNmS7B9gm8gdM,Let Slide - Blue Motel Remix,0.355,0.42100000000000004,310345,0.511,0.6779999999999999,2,0.079,-9.482999999999999,0,0.0467,116.01,4,0.251,18
Revolverheld,0WKHS8b9CfzjuzJRVevA23,Sieben Seelen,0.0275,0.685,237093,0.6659999999999999,0.0,11,0.127,-7.829,1,0.028999999999999998,107.971,4,0.512,44
Sparrow Sleeps,1lCDbhAFvQ0oonqffUt4Z9,Twin Size Mattress,0.725,0.535,376857,0.131,0.6559999999999999,1,0.11,-14.652999999999999,1,0.033,99.99700000000001,4,0.187,28
Big Tray Deee,1rjXll4mBCTbnAtOLUf5SI,California C-Mix,0.0174,0.519,331572,0.455,0.0,1,0.0993,-10.254000000000001,1,0.424,184.477,4,0.531,16
Kelly Torres,206V2OtdggpcdoXvrZWxgJ,Crazy Ex-Girlfriend,0.902,0.6409999999999999,188104,0.235,5.18e-06,3,0.109,-8.408999999999999,1,0.0264,96.206,3,0.157,0
Jdagr8,7nWRTaIJRJQmKS2pJLTA7S,Can I Trust You,0.452,0.643,298945,0.38799999999999996,0.0,9,0.152,-16.273,1,0.486,163.15200000000002,4,0.585,15
Mwuana,4ydjWewtBfwBb9hpvNlvgi,Ride,0.49200000000000005,0.7929999999999999,198020,0.542,0.0,4,0.10300000000000001,-9.502,0,0.221,129.067,4,0.258,39
FG Famous,1o8MgqrZBiDT1j8YVpfPz0,Talking Down,0.40700000000000003,0.684,129690,0.7659999999999999,0.0,0,0.209,-5.58,1,0.243,151.922,3,0.46299999999999997,17
Lorne Balfe,0viiH8ZyWY8ycjJFU2Crbn,Shao Industries,0.0951,0.461,275256,0.54,0.763,1,0.0804,-10.862,1,0.0405,102.01799999999999,4,0.0323,13
Los Muecas,65dWCKiGQZurOz4veGH19h,Empate de Amor,0.0469,0.606,193800,0.745,5.48e-06,7,0.10099999999999999,-4.848,1,0.0308,112.669,4,0.542,11
Los Muecas,0ZUWAImIPoPIzXNZH4P1Xi,Te Sentencio,0.42200000000000004,0.515,143867,0.68,0.0,2,0.106,-6.955,1,0.0379,92.825,4,0.444,10
Party Thieves,7hCQU6UzXbP8VDJYIyWzxq,Games - Morphtrax Symphony Remix,0.35100000000000003,0.753,224731,0.85,1.93e-06,10,0.35200000000000004,-2.294,0,0.121,149.95,4,0.188,0
Spirix,7hbsvhmEG4cOI82zSm43tL,Litlle Doubts [Lucchii Remix],0.209,0.51,219469,0.8959999999999999,0.00225,1,0.0834,-4.612,1,0.581,174.572,4,0.706,10
Toofan,2c65CDfKZx1nBLgDfQ6ZMO,Money,0.21899999999999997,0.818,201248,0.809,0.0,9,0.0837,-4.21,1,0.0538,118.014,4,0.903,34
Bonafide Suspects,61EkVXkga1Bs2OQovL5r0l,Super Natural,0.0997,0.757,224641,0.7440000000000001,0.0,7,0.10300000000000001,-7.532,1,0.28,129.85,4,0.565,16
Jimmy Gonzalez Y Grupo Mazz,7E4zThdgqCQO3WCPY0C3r5,El Mariachi Loco,0.191,0.789,253611,0.7659999999999999,2.11e-05,7,0.0469,-6.016,1,0.057999999999999996,94.035,4,0.961,27
Madeaux,5WH3qqqWT23RM4pDsFoFrG,Like A Model,0.0278,0.525,160640,0.674,0.0059700000000000005,2,0.0331,-9.247,0,0.43700000000000006,100.031,4,0.298,13
RMT EN EL PRODUCTO,30TNgaYdiELv51AIqxTuKv,Punto 40 Dominican Playero,0.26,0.932,207360,0.9420000000000001,0.00732,1,0.11699999999999999,-4.783,1,0.157,112.009,4,0.75,15
Oh Land,0GqDWNYOBH1oiPzVt0qiN3,Kun for Nu,0.9329999999999999,0.34600000000000003,228523,0.622,0.05,9,0.109,-10.359000000000002,0,0.0891,150.045,4,0.46299999999999997,18
Thomas Mraz,1wsbwL6DFa8z9F5AoaCZsQ,Sangria (feat. Markul),0.0016,0.613,198355,0.72,0.0,1,0.191,-6.734,1,0.0785,149.789,4,0.632,11
Roberto Orellana,1Cw0ttEkJnVmKMHs7xowD6,Yo Tengo Un Nuevo Amor,0.111,0.478,271628,0.8390000000000001,0.0,0,0.163,0.19399999999999998,1,0.0349,139.791,4,0.256,20
Orchard,6MeTCDjUuBDaCrniF6Pkcu,Louis V,0.348,0.763,275888,0.68,0.0,7,0.0975,-5.754,0,0.0342,107.01700000000001,4,0.375,8
2Elements,7mf5Dbl8a6usiHRXUdW9YQ,Like That,0.0077,0.6890000000000001,278691,0.8640000000000001,0.00586,9,0.107,-6.171,0,0.0602,125.978,4,0.515,2
M8,2rApA6MPKDWnrum40Gf1oI,Coming Home,0.285,0.614,219999,0.794,1.6e-05,10,0.155,-4.603,0,0.0609,120.07600000000001,4,0.48200000000000004,2
LAYNE,4Ly8MyC0UFaWoceu05JxOa,Falling,0.757,0.561,177894,0.657,4.5e-05,9,0.368,-7.69,0,0.151,146.805,5,0.316,24
Ashleigh Rogers,45pzoX6UUKqIOr41D8brk4,That Girl,0.107,0.6659999999999999,179110,0.608,7.68e-06,11,0.11199999999999999,-5.697,0,0.0507,144.054,4,0.6920000000000001,15
DJ Luke Nasty,0JSIymMdMhJT1gYXmbX40d,Miss Me (feat. Boss Bundles),0.643,0.758,213496,0.48200000000000004,4.27e-06,2,0.0778,-10.227,0,0.0837,74.98899999999999,4,0.536,14
D.O.P.E.,0iuvXwWK6vztAmhWzI4Ml8,Right for You,0.382,0.767,235712,0.6609999999999999,0.0,11,0.131,-9.026,0,0.226,99.00200000000001,4,0.39399999999999996,9
PLK,0X5wMt2ZETsPc33STHVkVf,A A A,0.0303,0.545,198117,0.75,1.5e-06,1,0.17,-7.507999999999999,1,0.25,159.55700000000002,4,0.375,54
Nathan Brumley,1D8GELPZti9C3NaQK87CBu,We Ignite - Ilektrify Radio Mix,0.0454,0.711,220951,0.915,0.0037799999999999995,5,0.0827,-3.003,0,0.0327,126.01899999999999,4,0.142,0
Nathan Brumley,5MR0s51QGw7mxqj1foOE3g,We Ignite - Vivacity Radio Mix,0.0195,0.748,178095,0.603,0.000197,5,0.0811,-6.44,0,0.0271,126.015,4,0.193,0
Nathan Brumley,0KtpXVasDWBi6QoKyDHKkA,We Ignite - ReepR Radio Mix,0.00867,0.698,221500,0.7090000000000001,0.243,1,0.069,-7.475,1,0.0639,127.928,4,0.515,0
Nathan Brumley,03xbpxGBJ7cAlaQmtORAQX,We Ignite - Rit. Radio Mix,5.19e-05,0.768,282981,0.8340000000000001,0.0009390000000000001,1,0.0767,-5.747000000000001,1,0.045,125.96700000000001,4,0.265,0
Nathan Brumley,7amjxo87jPtfNVjuzaU5nC,We Ignite - Deformaty Radio Mix,0.0006259999999999999,0.698,273706,0.934,0.000737,5,0.363,-4.638999999999999,0,0.0742,128.046,4,0.305,0
Nathan Brumley,29Xa20jksuczYCcPcPN4Wc,We Ignite - Radio Mix,0.00302,0.7929999999999999,230152,0.847,0.00825,8,0.0998,-2.918,1,0.0487,119.97,4,0.128,0
Swanky Dank,3XkODQB4J2EQIOVKIhXp56,Amazing Dreams,0.0174,0.294,258333,0.9890000000000001,0.0,11,0.0474,-0.8859999999999999,0,0.145,94.198,4,0.38799999999999996,36
Hamed Homayoun,6YzMKk19veDg3AQOm2HVyB,The Worry,0.175,0.865,193123,0.7859999999999999,0.0,0,0.12300000000000001,-5.013999999999999,0,0.172,120.007,4,0.6579999999999999,30
RAM,1ENA0DQHZtBCNGre8xKdfY,Africa,0.000332,0.451,240000,0.9790000000000001,0.927,5,0.11,-5.897,0,0.0617,138.003,4,0.537,18
Juno,0L7mybbw4lMFs4UzqEvj0W,Truth in the Skies,6.15e-05,0.621,265379,0.976,0.42,11,0.115,-2.266,0,0.23800000000000002,171.99099999999999,4,0.578,31
Popsima,4y1byX8ELUoVBLuB0jJDgw,Iceberg,0.0042899999999999995,0.6829999999999999,220160,0.6940000000000001,0.000472,9,0.10099999999999999,-9.168,0,0.0335,115.007,4,0.28,1
Jess Ray,5JMuHgTbJhpN2p9DoKmbcX,O Great Light,0.764,0.307,268571,0.491,0.0287,0,0.0964,-8.515,1,0.0321,79.535,4,0.43,14
Chris Lorenzo,0KYc1X5ks5tJxyK1DExbU4,Don't Stop,0.287,0.8420000000000001,258750,0.75,0.0181,11,0.0694,-3.946,0,0.122,128.031,4,0.664,33
Jeff Russo,3l4zwQMqSOx0a6HbIich8X,The Next Screen (Bonus),0.16899999999999998,0.385,162627,0.261,0.8909999999999999,4,0.0612,-14.795,0,0.0347,119.931,1,0.0337,28
Norman Hutchins,0wB9tVKYWR0nJEBBYdP8Ls,We Honor You,0.0215,0.435,269610,0.889,1.5e-06,6,0.242,-5.372999999999999,1,0.114,94.69200000000001,4,0.691,21
Francisco Céspedes,2Oh0RGQn73dXVPvPwLXRIW,Soplo de Vida,0.6679999999999999,0.484,262172,0.42200000000000004,0.0,1,0.11599999999999999,-8.937000000000001,1,0.0343,120.499,4,0.384,37
Matty Wood$,4WZCmB1HH9PSLxT7iyYJ5e,Horizon,0.0346,0.767,104024,0.6940000000000001,0.0,11,0.113,-8.324,1,0.28600000000000003,75.041,4,0.802,22
Leah James,3sSY5T7PmZfNPD7YNg3kb8,One and Only,0.415,0.484,250947,0.33399999999999996,0.0463,6,0.0831,-12.619000000000002,1,0.0303,129.99200000000002,4,0.11,24
Ava Eves,0Y3w27dDtjjWScQrn17QWx,Unplugged,0.682,0.5760000000000001,231639,0.848,0.0,11,0.0453,-4.882,0,0.109,107.09200000000001,4,0.368,1
Rory Fresco,5BbxCFwMvGTkgnv93p3Sxa,Big Shot,0.0251,0.645,156038,0.5660000000000001,0.00946,10,0.17300000000000001,-7.612,0,0.0367,159.96,4,0.289,16
Los Sembradores,7FL1ZAOKuHKDi40u0I24oN,El Ave,0.0234,0.591,183400,0.883,2.56e-06,2,0.204,-5.832000000000001,1,0.0332,165.855,3,0.971,24
Joel Fletcher,1nUbJBd7zqiTwPPbHv01uT,Where's the Love - Tom Budin Remix,0.18600000000000003,0.8009999999999999,193741,0.882,0.00033999999999999997,4,0.233,-3.089,0,0.0808,122.99700000000001,4,0.513,12
Lobster Bologna,57ldBRujKpRmjlz9wZsGj9,Pale Bread,0.78,0.589,33000,0.0852,0.917,5,0.369,-12.604000000000001,1,0.04,80.102,4,0.266,37
Armin van Buuren,6sPA9AqFzzrvukpVrPv7YR,"A State Of Trance (ASOT 856) - This Week's Service For Dreamers, Pt. 2",0.0532,0.75,33100,0.502,0.0,10,0.264,-12.661,0,0.267,136.143,3,0.489,7
Armin van Buuren,3yMpABWTZKYnkJR6D7uDk9,"A State Of Trance (ASOT 856) - This Week's Service For Dreamers, Pt. 4",0.0304,0.61,33820,0.792,0.262,10,0.183,-12.068,0,0.0596,135.923,3,0.506,7
Alaskan Tapes,5Weqn0IPt9aV1x4CdTTVQo,Tell,0.977,0.20800000000000002,150457,0.0332,0.9209999999999999,5,0.16,-17.184,1,0.0392,77.19,3,0.0366,30
Luke Mitrani,7Bn4wwdHNewya3zwjQzJ4L,Magic,0.369,0.785,219787,0.716,0.000545,1,0.0931,-6.837000000000001,1,0.053,99.954,4,0.48100000000000004,18
Ruse,1rlRTeXiTXoWCY8vprpwfo,Once Upon a Time,0.7909999999999999,0.36700000000000005,61959,0.353,0.0139,10,0.0973,-8.4,0,0.0315,88.037,4,0.34,0
Ruse,7HVQhiZvCOm6iDmiYL4Z0n,Sway,0.29,0.312,66848,0.439,0.86,8,0.098,-8.535,1,0.0414,112.682,3,0.317,0
Wizard,0xZRjgeY8gdSVtMVbKepko,Now I'm Back,0.0038399999999999997,0.722,188862,0.66,0.615,1,0.345,-9.879,1,0.0288,124.023,4,0.185,23
Bachata & Merengue Mix,2dXly8GAHEjbrgZ54WXd1S,Passionfruit (Bachata Remix),0.522,0.6829999999999999,307984,0.5,0.0134,8,0.10800000000000001,-11.775,0,0.032,114.98299999999999,4,0.353,0
Dog Music,641dKrSZ28doG1RZ4aSi3j,Peaceful Music for Dogs,0.935,0.20600000000000002,119560,0.009909999999999999,0.9590000000000001,3,0.0907,-33.801,1,0.0391,55.703,5,0.0378,21
Dog Music,16XXiW2H44tkdt5H3NAGxL,Scrappy Little One,0.937,0.163,112350,0.008740000000000001,0.945,10,0.0937,-33.856,1,0.0401,70.404,3,0.0392,21
Dog Music,7GZaZNqbK5o03QaEkF0buN,Pet Lullaby,0.976,0.212,119262,0.00271,0.857,6,0.127,-32.258,1,0.0443,129.4,3,0.0543,21
Erik Satie,4mFU2MleG5jxyAXicvfRkt,Gnossiennes: III. Lent,0.996,0.465,230229,0.0103,0.9359999999999999,6,0.0859,-31.098000000000003,0,0.0473,66.337,4,0.0535,24
Erik Satie,4KrmZCi5HhvAvf1peie5YE,3 Gymnopédies: I. Lent et douloureux,0.996,0.621,277248,0.0119,0.9420000000000001,4,0.0808,-32.736999999999995,1,0.192,70.173,4,0.316,25
SGLA,4GsL82ikgiAp5DY70qu3z5,Be Thou My Vision,0.10800000000000001,0.474,283840,0.499,0.0048200000000000005,2,0.131,-6.235,1,0.0274,149.875,3,0.245,15
Lil' Flip,73equc1ExKjSJAECXxCYrG,Closest Thing 2 Pimp-C,0.281,0.6809999999999999,213675,0.903,0.0,6,0.14400000000000002,-3.8989999999999996,1,0.39899999999999997,140.05700000000002,4,0.47700000000000004,8
Lil' Flip,7wmP5E2IfvesUwv08SUm0h,B.I.T.M.,0.29600000000000004,0.775,265636,0.7020000000000001,0.0,6,0.13,-6.898,0,0.28600000000000003,129.937,4,0.621,22
Lil' Flip,6UHldOg2oDanhxIII1DzUC,Self Explanatory,0.00515,0.42,287687,0.7240000000000001,0.0,0,0.0444,-5.874,1,0.10800000000000001,69.536,4,0.402,5
Lance Brickman,5uvOx6QdEc4CIh5DVrFkMn,Neverland,0.8590000000000001,0.387,52013,0.713,0.826,0,0.255,-7.917999999999999,1,0.0444,105.006,3,0.7290000000000001,12
Agustin Barbei,50h7NJ0dQdkrxaUtGNdZkW,Guppy,0.0171,0.768,420000,0.722,0.894,7,0.11699999999999999,-13.288,0,0.0767,119.00200000000001,4,0.0845,0
Jesús Ojeda y Sus Parientes,3POnrlbcNCdOMzXPoMcBlQ,El Último Atardecer - En Vivo,0.607,0.706,222947,0.551,5.31e-06,10,0.11,-6.314,1,0.0462,118.68299999999999,4,0.9209999999999999,29
Jesús Ojeda y Sus Parientes,7K4ccLUIl5P3rVhMnJrwCG,Mi Linda Esposa - En Vivo,0.792,0.381,260493,0.36700000000000005,0.0,4,0.0884,-9.121,1,0.0369,182.792,4,0.561,28
Ella Fitzgerald,4TzlXwHJBtr78cOInZYMm0,April In Paris,0.971,0.46799999999999997,392720,0.0778,0.00024900000000000004,8,0.0887,-16.965,1,0.0397,109.775,3,0.155,35
Bleep Bloop,73i9XAQx15m31gsT7OeWRv,Encounter,0.00507,0.593,220313,0.955,0.722,1,0.17300000000000001,-6.7010000000000005,1,0.113,128.032,4,0.24,0
Johan Vilborg,1bVvs5PoEGzjTyqHwZ0TeG,Seasons (WYM207),0.0232,0.528,194000,0.841,0.141,11,0.292,-6.294,0,0.129,128.61,4,0.22899999999999998,5
Кровосток,5aKTfji9YRKllcua8PnBfd,Москва-область,0.53,0.93,211930,0.455,4.76e-06,1,0.105,-11.007,1,0.293,130.00799999999998,4,0.285,22
Calo,7tnVYIZTNBemxvOZpzfv8f,You Rappers Suck,0.14800000000000002,0.91,121860,0.423,0.0,9,0.0892,-14.51,1,0.0876,129.938,4,0.27899999999999997,18
Salvapantallas,7luHVaCQGP7Df8jxiApPzY,Si Me Voy,0.7,0.6970000000000001,188559,0.373,0.00010700000000000001,6,0.11,-9.908,1,0.0283,95.027,4,0.7190000000000001,50
NxxxxxS,7921HjgwwB1dSWQt7VHi58,Lights,0.386,0.7509999999999999,166000,0.461,0.00106,3,0.155,-8.497,0,0.247,63.497,4,0.7020000000000001,31
Sean C. Johnson,6a3wsapqvkBNTwOhgbsEP4,Save Me,0.292,0.402,248832,0.718,0.0,2,0.21100000000000002,-4.496,0,0.11199999999999999,126.038,4,0.26899999999999996,26
Of Good Nature,2LgEdFbZbmEsvb3ymFV56D,Feels Right,0.12,0.565,206187,0.7240000000000001,0.00299,6,0.11199999999999999,-8.07,0,0.153,199.85299999999998,4,0.5479999999999999,25
99beats,7gVhsQUISVTVSBvwSUAFmP,Take Our Time,0.271,0.498,268147,0.603,6.23e-06,10,0.132,-7.002000000000001,0,0.114,139.909,4,0.336,0
True Love,1scw2bYaoTniKzrZ91uNAh,Change or Die,9.65e-06,0.243,125893,0.9890000000000001,1.76e-05,2,0.13,-4.216,1,0.0976,93.98100000000001,4,0.15,17
Maro,7wVIQHWDW11pPmraeiPfOQ,Quando Foste Embora,0.7859999999999999,0.593,203773,0.127,0.0,4,0.155,-15.515,0,0.0393,119.795,4,0.214,25
